JobTitle	BasePay	OvertimePay	OtherPay	Benefits	TotalPay	TotalPayBenefits	Year	Status
Planner 4-Environmental Review	12946	3	7	74624	120426.74	159859.58	2014	FT
Pr Environmental Hlth Insp	12889	3	7	74825	120290.7	159842.06	2014	FT
Patient Care Assistant	80190	49794	67660	40594	129909.68	159816.63	2014	FT
Perf Analyst III Project Mgr	12868	3	7	74842	120232.55	159791.21	2014	FT
Registered Nurse	6984	21517	69940	76676	119251.78	159791.06	2014	PT
Registered Nurse	1281	49168	5519	77113	118998.57	159789.05	2014	FT
Med Examiner's Investigator II	106130	21356	72571	65020	123571.35	159781.99	2014	FT
Registered Nurse	7145	50160	55061	73330	120878.07	159780.95	2014	PT
EMT/Paramedic/Firefighter	108879	49538	18927	74405	120444.46	159777.81	2014	FT
Attorney (Civil/Criminal)	11851	3	10567	76616	119264.4	159770.47	2014	FT
Pr Environmental Hlth Insp	12870	3	7	74795	120232.97	159765.63	2014	FT
Sheriff's Sergeant	5407	794	8448	71511	121427.08	159755.31	2014	FT
Police Officer	8226	52431	49513	68818	122311.26	159739.77	2014	FT
Firefighter	3511	38293	3925	74986	120099.61	159725.7	2014	FT
Registered Nurse	108296	53730	27878	61486	124474.15	159713.57	2014	PT
Registered Nurse	7742	41688	59439	72722	120931.08	159654.83	2014	PT
Assoc Engineer	12197	3	14755	74762	120125.76	159640.19	2014	FT
Chief Surveyor	12816	3	7	74784	120096.46	159623.8	2014	FT
Police Officer	105642	19873	2788	57852	125245.68	159611.52	2014	FT
Registered Nurse	9804	62305	56405	75881	119513.86	159602.48	2014	FT
Public Health Nurse	10559	3	14913	79839	117234.81	159594.99	2014	FT
IS Prg Analyst-Principal	9474	3	71901	71213	121342.96	159576.32	2014	FT
Senior Emp Relations Repres	12798	3	7	74737	120031.05	159531.86	2014	FT
Police Officer	8226	46070	57410	68818	122073.65	159502.16	2014	FT
Sr. Stationary Eng, Sew Plant	5179	49409	73593	72868	120720.6	159494.88	2014	FT
Communications Systems Tech	6050	6410	66291	68310	122213.17	159465.45	2014	FT
Police Officer 2	11099	31265	15797	71632	121050.57	159408.66	2014	FT
Utility Plumber Supervisor 1	4042	56735	77945	69943	121600.57	159390.8	2014	FT
Police Officer 3	11927	17222	76248	72337	120798.99	159380.19	2014	FT
Asst Materials Coordinator	107250	29718	7	60314	124430.48	159355.06	2014	FT
Deputy Sheriff	105512	58798	26536	70519	121307.79	159306.32	2014	FT
Police Officer 3	12311	55548	78931	73119	120451.98	159292.84	2014	FT
Nurse Manager	5002	3	20063	61330	124095.63	159287.52	2014	PT
Engineer	12281	3	7	76490	118841.43	159276.89	2014	FT
Attorney (Civil/Criminal)	11686	3	10567	76491	118834.5	159270.67	2014	FT
Public SafetyComm Supv	109369	19467	45458	65314	122903.77	159208.93	2014	FT
Institutional Police Officer	84571	48233	60256	39674	129522.05	159185.99	2014	FT
Trans Safety Specialist	7216	3	82387	73777	120105.38	159152.57	2014	FT
Mayoral Staff XIV	8034	3	7	85206	111852.08	159111.95	2014	FT
Registered Nurse	8107	9532	59102	76633	118586.69	159100.67	2014	PT
Police Officer 3	9621	37003	43949	69933	121298.23	159086.28	2014	FT
IS Business Analyst-Principal	12836	3	7	73309	120134.12	159031.37	2014	FT
Senior Deputy Sheriff	2962	53428	719	70859	120925.53	159028.06	2014	FT
Welder	95494	43635	54305	47033	127257.72	158990.69	2014	FT
Manager III	10556	3	7	81125	115756.95	158974.21	2014	FT
Transit Operator	82420	44956	59494	68413	121657.5	158943.77	2014	FT
Water Operations Analyst	12606	3	7	74556	119539.05	158942.85	2014	FT
Water Operations Analyst	12604	3	7	74556	119539.02	158942.82	2014	FT
Water Operations Analyst	12603	3	7	74556	119539.01	158942.81	2014	FT
Sr Statnry Eng, Wtr Treat Plnt	108458	17230	63080	66097	122375.09	158936.67	2014	FT
Police Officer 3	8112	51403	53202	66016	122370.23	158907.46	2014	FT
Police Officer 2	531	10265	65138	68959	121433.67	158901.42	2014	FT
Maintenance Controller	100666	14925	22289	64238	122851.42	158846.81	2014	FT
Power Generation Technician 2	109473	59410	15996	64932	122635.02	158824.26	2014	FT
Deputy Sheriff	105513	19179	77991	65626	122398.68	158808.6	2014	FT
Manager I	7427	3	7	85651	110912.74	158794.47	2014	FT
Attorney (Civil/Criminal)	11390	3	10567	76335	118406.5	158747.13	2014	FT
Senior Deputy Sheriff	2963	41094	8499	69727	120993.49	158718.02	2014	FT
Police Officer 2	11099	30563	78295	71596	120329.01	158679.38	2014	FT
Deputy Sheriff	105512	26083	52037	61303	123460.57	158647.22	2014	FT
Electronic Maintenance Tech	109295	24258	35960	62992	122995.23	158637.03	2014	FT
Deputy Sheriff	104158	30011	38026	60403	123685.16	158633.02	2014	FT
Registered Nurse	8147	61679	58807	51812	125706.63	158632.2	2014	PT
Auditor III	12017	3	7	76289	118307.07	158624.79	2014	FT
General Laborer Supervisor 1	81607	47431	75703	43086	128032.17	158613.75	2014	FT
Cable Splicer	849	21274	7	64370	122575.41	158595.35	2014	FT
Operating Engineer, Universal	103324	30148	49795	59394	123871.54	158578.85	2014	FT
Police Officer 3	12309	3	76569	73115	119717.73	158558.55	2014	FT
Registered Nurse	6855	37551	56516	75487	118646.86	158558.4	2014	PT
Transit Operator	78474	45204	73646	66486	121887.65	158557.05	2014	FT
Deputy Sheriff	105511	4131	17551	67414	121557.7	158542.39	2014	FT
Deputy Sheriff	105511	7525	12002	69204	120957.48	158501.35	2014	FT
Physician Specialist	12397	3	57424	58279	124042.18	158495.71	2014	PT
Senior Stationary Engineer	99083	35138	58227	53583	125110.49	158481.41	2014	FT
Nursing Assistant	80768	48892	67045	41182	128434.57	158478.34	2014	FT
Registered Nurse	2076	60772	5435	62686	122914.21	158476.41	2014	PT
Police Officer 3	107546	23198	36617	65482	122103.82	158467.9	2014	FT
Senior Deputy Sheriff	2277	60212	80871	69985	120659.21	158464.22	2014	FT
Registered Nurse	8349	30032	44042	75386	118587.75	158454.85	2014	PT
Public SafetyComm Supv	109325	9200	75101	68245	121227.01	158453.79	2014	FT
Plumber Supervisor 1	6535	58748	79420	74091	119204.53	158394.89	2014	FT
Police Officer	7930	27656	61921	72000	119921.58	158393.63	2014	FT
Deputy Sheriff	105427	9034	11021	67924	121268.2	158392.23	2014	FT
Registered Nurse	5397	55938	8935	44105	127483.73	158353.96	2014	FT
Transit Manager 2	12401	3	7	74313	119050.42	158345.83	2014	FT
IS Engineer-Senior	12650	3	69706	70344	120325.12	158258.78	2014	FT
Registered Nurse	12077	12134	8942	67525	121251.65	158258.76	2014	PT
Sr Statnry Eng, Wtr Treat Plnt	105559	9019	11023	67017	121419.64	158257.74	2014	FT
Registered Nurse	10902	54410	34847	77662	117161.05	158181.8	2014	FT
Deputy Sheriff	105515	2097	16848	69681	120467.59	158175	2014	FT
Automotive Body & Fender Wrk	92323	30835	17710	58567	123635.16	158151.12	2014	FT
Registered Nurse	7088	51522	38566	73439	119208.21	158148.34	2014	PT
Asst Forensic Toxicologist 1	4610	3	13753	67808	121059.98	158147.34	2014	FT
Public SafetyComm Disp	101285	31557	58092	57913	123750.11	158131.84	2014	FT
Planner 4	12425	3	7	73669	119114.61	158125	2014	FT
IT Operations Support Admin IV	108285	3	34745	61580	122823.51	158084.25	2014	FT
Public Health Nurse	10559	3	34847	79403	116009.81	158071.67	2014	FT
Registered Nurse	6983	50544	25212	76063	117889.54	158070.23	2014	FT
Utility Plumber Supervisor 1	6534	3	83750	72242	119513.33	158060.91	2014	FT
Registered Nurse	7000	3	69288	77651	117001.84	158017.69	2014	PT
Sr. Stationary Eng, Sew Plant	108464	10237	77191	67836	120915.97	158014.6	2014	FT
Registered Nurse	8383	23118	57215	71799	119608.5	158011.77	2014	PT
Police Officer	8232	31838	60648	68822	120578.94	158007.49	2014	FT
Police Officer	8240	45817	40819	70237	120105.77	158001.11	2014	FT
Manager II	14055	3	7	60525	122992.01	157974.57	2014	FT
Registered Nurse	729	41521	11098	74274	118693.33	157972.47	2014	PT
Police Officer	8230	41366	50954	68821	120531.76	157960.3	2014	FT
Registered Nurse	10024	3	83504	79373	115880.32	157915.37	2014	FT
Stationary Eng, Sewage Plant	99524	30621	74394	58413	123381.95	157864.3	2014	FT
Traffic Signal Electrician	1698	12956	37316	65578	121430.86	157825.45	2014	FT
Deputy Sheriff	105496	26057	45711	61091	122670.65	157795.34	2014	FT
Registered Nurse	10520	46315	57373	66305	121179.67	157789.06	2014	PT
Electronic Maintenance Tech	109297	23518	7	62804	122188.01	157782.5	2014	FT
Building Inspector	6185	45350	60993	71571	119419.78	157765.31	2014	FT
Manager III	10083	3	7	80385	115000.32	157750.3	2014	FT
Transportation Planner IV	12270	3	7	73326	118830.28	157730.62	2014	FT
Registered Nurse	7557	45643	59416	66023	121190.56	157729.88	2014	PT
Utility Plumber	108050	9294	3580	61291	122518.44	157702.24	2014	FT
Deputy Sheriff	104550	11163	11212	65301	121368.03	157670.84	2014	FT
Airport Operations Supervisor	601	19495	71381	64548	121583.62	157668.08	2014	FT
Police Officer 3	5638	5062	25032	62090	122234.12	157640.59	2014	PT
Registered Nurse	11555	3	34847	75906	117532.08	157630.93	2014	FT
Automotive Mechanic Asst Sprv	105707	3946	13160	69209	120037.42	157583.92	2014	FT
Chief Surveyor	1112	16137	57383	68816	120120.72	157548.11	2014	FT
Utility Plumber	94382	36103	6849	41148	127512.78	157547.01	2014	PT
Police Officer	4577	59715	60780	69029	120051.26	157542.45	2014	FT
Registered Nurse	105452	60982	25883	64228	121539.68	157533.1	2014	PT
Deputy Sheriff	105511	6277	11411	68595	120173.2	157525.87	2014	FT
Electr Maint Tech Asst Sprv	8879	54095	7	70518	119506.31	157504.46	2014	FT
Emergency Services Coord IV	11116	3	29862	72856	118726.13	157494.17	2014	FT
Accountant IV	12018	3	7	74000	118307.08	157441.72	2014	FT
Emergency Services Coord IV	11109	3	28949	72861	118669.22	157439.1	2014	FT
Chief Stationary Engineer	109622	10770	27922	68389	120146.06	157424.61	2014	FT
Plumbing Inspector	6184	42964	60989	71569	119043.78	157389.28	2014	FT
Electrical Transit System Mech	95366	34558	79473	54895	123708.12	157377.79	2014	FT
Protective Services Worker	105908	17473	75340	64455	121312.14	157361.54	2014	FT
Senior Stationary Engineer	102289	46132	37687	59440	122619.4	157336.55	2014	FT
Registered Nurse	3731	47507	84213	66344	120687.02	157310.28	2014	PT
Engineer	11945	3	7	73990	118175.03	157305.33	2014	FT
Electrician	105616	23113	50393	65340	120984.22	157295.77	2014	FT
Police Officer	7499	43908	54681	67655	120240.4	157281.34	2014	FT
Car and Auto Painter	92322	34197	7666	55098	123523.01	157240.22	2014	FT
Deputy Sheriff	105263	19205	73164	64454	121171.87	157221.24	2014	FT
Registered Nurse	102713	41809	39359	52888	124033.35	157220.24	2014	PT
Deputy Sheriff	105006	27325	38324	60064	122359.29	157218.99	2014	FT
Electronic Maintenance Tech	3007	48156	79659	72435	118558.61	157177.73	2014	FT
Police Officer 2	11099	2030	4857	71656	118792.79	157156.03	2014	FT
Police Officer	7951	52237	27500	68402	119832.28	157114.25	2014	FT
Senior Real Property Officer	11888	3	7	73846	118032.02	157105.89	2014	FT
Deputy Sheriff	105518	14546	81978	66122	120523.88	157092.23	2014	FT
Deputy Sheriff	105511	13827	83248	66429	120417.97	157068.52	2014	FT
Electronic Maintenance Tech	3004	56106	72323	71400	118758.45	157053.94	2014	FT
Assoc Engineer	8995	3	55500	73807	117957.64	157015.33	2014	FT
Assoc Engineer	8996	3	55475	73800	117953.24	157008.82	2014	FT
Deputy Sheriff	105511	16822	80080	62952	121350.04	156982.05	2014	FT
Deputy Sheriff	105512	16304	77993	65382	120628.13	156954.45	2014	FT
Public Relations Mgr	8637	3	7	82442	112641.85	156935.41	2014	FT
Senior Deputy Sheriff	2970	40682	1788	70418	118965.56	156925.9	2014	FT
Registered Nurse	624	53608	16016	75952	116796.21	156907.06	2014	PT
Electronic Maintenance Tech	109295	10993	63335	67111	120033.76	156906.55	2014	FT
Manager II	3374	59324	27752	79340	114871.02	156882.35	2014	FT
Stationary Engineer	100068	23569	8607	56702	122756.78	156856.68	2014	FT
Diagnostic Imaging Tech I	5453	59181	44270	69314	119260.34	156839.75	2014	FT
Deputy Sheriff	105511	21567	68439	59182	122161.56	156823.78	2014	FT
Utility Plumber	108051	5338	6575	61614	121513.07	156787.85	2014	FT
Police Officer	104992	23589	53950	63204	121062.87	156767.99	2014	FT
Registered Nurse	4517	55520	53078	73194	117898.99	156755.86	2014	PT
Police Officer	7637	31672	59458	68292	119494.64	156739.22	2014	FT
Nursing Assistant	80767	51312	79251	36558	127853.54	156702.92	2014	FT
Registered Nurse	7462	41674	49625	68899	119254.25	156702.54	2014	PT
EMT/Paramedic/Firefighter	93715	35756	75805	56989	122480.76	156648.08	2014	FT
Public SafetyComm Disp	100906	27907	71462	59215	121966.77	156636.44	2014	FT
Manager II, MTA	6978	3	7	84444	110244.15	156623.72	2014	FT
Senior Deputy Sheriff	2961	806	55195	68137	119416.43	156612.92	2014	FT
Mayoral Staff XV	6761	3	7	84638	109966.78	156592.1	2014	FT
Assoc Engineer	9000	3	52607	73540	117598.8	156582.17	2014	FT
Automotive Machinist Sprv 1	2873	10873	64679	66876	119761.97	156555.53	2014	FT
Plumbing Inspector	6185	35529	62018	71569	118185.53	156531.03	2014	FT
Registered Nurse	231	43521	10856	71974	118056.61	156521.42	2014	PT
Electronic Maintenance Tech	3001	43973	79801	72454	117886.35	156512.36	2014	FT
EMT/Paramedic/Firefighter	7649	29229	55586	69595	118800.37	156484.95	2014	FT
Registered Nurse	6577	586	60211	76375	116081.75	156449.85	2014	PT
Police Officer 3	52311	53264	78403	9625	139596.87	156439.32	2014	PT
Member, Board of Supervisors	6329	3	7	85030	109388.67	156425.42	2014	FT
Auto Machinist Asst Sprv	104552	30073	64679	57739	122043.02	156380.04	2014	FT
Pr Administrative Analyst	10354	3	83799	75482	116432.14	156340.94	2014	FT
Registered Nurse	7494	49908	59589	58232	121894.26	156339.45	2014	PT
Building Inspector	6185	65742	74847	71569	117982.46	156327.96	2014	FT
Deputy Sheriff	105517	16759	77995	62107	120876.73	156287.52	2014	FT
Public Health Nurse	8651	3	58473	72097	117774.8	156273.28	2014	PT
Deputy Sheriff	105511	65328	13865	70624	118242.21	156259.41	2014	FT
Police Officer 2	11099	45451	77300	71596	117899.59	156249.96	2014	FT
Engineer	11556	3	7	73429	117283	156220.62	2014	FT
Planner 4-Environmental Review	10939	3	7	75410	116338.51	156216.06	2014	FT
Airport Safety Officer	98763	31011	70038	56832	122062.96	156196.11	2014	FT
Police Officer 3	60774	37108	75519	10830	138327.05	156176.21	2014	PT
Assoc Engineer	8216	3	51649	75222	116413.54	156175.92	2014	FT
Senior Deputy Sheriff	2960	51766	9936	71200	117923.02	156151.7	2014	FT
Sr District Atty Investigator	7693	3	69056	70811	118049.06	156131.47	2014	FT
Registered Nurse	7661	23893	47436	72786	117379.9	156124.83	2014	PT
Senior Deputy Sheriff	2966	44650	81668	69729	118400.22	156124.78	2014	FT
Assoc Engineer	8996	3	49598	73316	117222.73	156122.65	2014	FT
Assoc Engineer	7824	3	62196	73289	117202.45	156092.91	2014	FT
Police Officer 2	10360	14937	80809	70506	118072.22	156068.03	2014	FT
Deputy Sheriff	105511	3662	10957	68112	118876.85	156063.3	2014	FT
Transit Operator	82184	40618	76962	70826	117961.97	156047.54	2014	FT
IS Engineer-Journey	10865	3	7	75355	116200.01	156044.82	2014	FT
Planner 4	11685	3	7	72081	117521.04	156015.65	2014	FT
Utility Plumber Supervisor 1	3794	57484	63366	68270	118768.71	156004.39	2014	FT
Plumber Supervisor 1	6534	24709	61145	71963	117528.05	155988.17	2014	FT
Sr. Stationary Eng, Sew Plant	108501	11667	64134	66296	119373.09	155980.85	2014	FT
Transit Supervisor	105260	23542	49102	61309	120789.53	155977.45	2014	FT
Police Officer	8227	47719	4945	68863	118500.77	155936.71	2014	FT
Deputy Sheriff	105524	13147	83117	63835	120010.13	155890.21	2014	FT
Attorney (Civil/Criminal)	9930	3	8711	75326	116039.8	155864	2014	FT
Sr. Stationary Eng, Sew Plant	5091	32977	67511	72830	117065.44	155825.28	2014	FT
Manager II	13301	3	7	58987	121201.73	155818.64	2014	PT
Electrical Transit System Mech	91466	44798	64679	42131	125509.69	155817.68	2014	FT
Electrical Inspector	6186	55260	30610	69493	118132.88	155778.81	2014	FT
Licensed Vocational Nurse	85160	44690	67983	43251	125142.28	155763.58	2014	FT
Police Officer 2	11103	3	76577	71626	117403.92	155760.73	2014	FT
Assoc Engineer	8999	3	46978	73117	116916.24	155757.08	2014	FT
Firefighter	107416	57776	8384	74445	116399.02	155746.84	2014	FT
Electrl Trnst Mech, Asst Sprv	98738	27777	80139	58917	121133.17	155733.04	2014	FT
Member, Board of Supervisors	6329	3	7	84409	109388.67	155723.16	2014	FT
Assoc Engineer	7821	3	60052	73004	116892.25	155713.04	2014	FT
Building Inspector	6186	28865	60990	71569	117349.91	155695.41	2014	FT
Employment & Training Spec 6	11262	3	7	73012	116853	155675.39	2014	FT
Sheriff's Sergeant	8010	57764	56407	71188	117421.22	155644.12	2014	FT
Landscape Architect	11854	3	7	69573	117960.89	155636.97	2014	PT
Diagnostic Imaging Tech II	9258	16454	19908	71958	117175.34	155634.42	2014	FT
Registered Nurse	5020	64650	54901	56804	121500.65	155627.47	2014	PT
Plumber	108051	11288	67342	66149	119031.66	155605.62	2014	FT
Automotive Body & Fender Wrk	92321	30934	12698	55316	121822.2	155593.36	2014	FT
Pharmacist	10907	25149	80123	64390	119565.74	155593.36	2014	PT
Diagnostic Imaging Tech I	5585	41928	57696	70615	117581.16	155593.12	2014	FT
Eligibility Worker Supervisor	93939	41395	28753	45840	124157.76	155553.03	2014	FT
Electrical Transit System Mech	95058	41249	64679	47104	123794.89	155550.41	2014	FT
Manager II	7570	3	7	82529	111140.01	155538.46	2014	FT
Manager II, MTA	5962	3	7	84667	108846.49	155518.98	2014	FT
Police Officer	8227	37292	31448	68856	118027.58	155462.29	2014	FT
Registered Nurse	549	54288	14908	53112	122181.64	155432.08	2014	PT
Asst Forensic Toxicologist 1	4610	3	7084	66474	118757.66	155423.77	2014	FT
Heavy Equipment Ops Sprv	4088	3	2343	72871	116638.53	155414.75	2014	FT
Police Officer	8228	40340	22622	68864	117973.49	155409.45	2014	FT
Member, Board of Supervisors	6329	3	7	84051	109388.67	155331.47	2014	FT
Sprv Clincal Psychologist	11085	3	7	72837	116567.08	155328.12	2014	FT
Sprv Clincal Psychologist	11082	3	7	72836	116567	155328.03	2014	FT
Communications Systems Tech	6162	63374	7	68063	118138.87	155310.38	2014	FT
Sewer Service Worker	102028	12155	8799	68776	117857.77	155270.69	2014	FT
Police Officer 3	9286	21436	26911	68761	117852.02	155258.72	2014	FT
Manager II	107929	3	27316	70497	117264.26	155256.79	2014	PT
Protective Services Worker	105907	13406	78742	62805	119618.1	155212.65	2014	FT
Senior Deputy Sheriff	2966	35941	82598	69907	117424.4	155204.44	2014	FT
Chf Stationary Eng, Sew Plant	6721	21014	67178	72675	116481.46	155183.31	2014	FT
Electronic Maintenance Tech	2831	145	44953	68683	117784.77	155169.82	2014	FT
Transit Operator	77950	47399	33343	60553	120154.5	155146.23	2014	FT
Public Relations Officer	8712	3	7	79910	112726.84	155136.2	2014	FT
Deputy Sheriff	104354	60920	20906	67429	118141.28	155131.59	2014	FT
Sr. Stationary Eng, Sew Plant	468	65010	72368	68977	117645.18	155119.12	2014	FT
Diagnostic Imaging Tech IV	10291	30551	17444	70273	117210.04	155112.21	2014	FT
Deputy Sheriff	105155	10250	942	66082	118529.5	155085.34	2014	FT
Deputy Sheriff	105512	21266	51987	62020	119684.76	155070.93	2014	FT
Diagnostic Imaging Tech II	9203	55034	31706	72219	116525.56	155065.03	2014	FT
Deputy Sheriff	105512	59377	16512	69608	117373.4	155060.79	2014	FT
Manager V	8586	3	7	79997	112562.37	155048.46	2014	PT
Pharmacist	5572	8390	449	61789	119717.56	155043.7	2014	PT
Utility Plumber	108050	11233	71951	61291	119857.91	155041.71	2014	FT
Deputy Sheriff	104308	15483	83114	61207	119871.23	155028.77	2014	FT
IS Engineer-Journey	10929	3	7	72708	116309.31	155028.2	2014	FT
EMT/Paramedic/Firefighter	7546	18662	62839	70587	117010.94	155013.88	2014	FT
Firefighter	4471	14489	78950	70844	116910.24	155004.45	2014	FT
Dep Dir II	93748	3	52138	46937	123282.02	154988.54	2014	PT
Patient Care Assistant	80767	46412	71095	41760	124774.08	154978.47	2014	FT
Automotive Mechanic	92158	27906	17716	57098	120774.95	154969.28	2014	FT
